Disease_Trait	MeshId	MeshTerm
alcoholism (alcohol use disorder factor score)	D000437	Alcoholism
alcoholism (heaviness of drinking)	D000437	Alcoholism
alcohol misuse (trauma interaction)	D000437	Alcoholism
alcohol or illicit drug dependence	D019966	Substance-Related Disorders
alcohol use disorder (consumption score)	D000437	Alcoholism
alcohol use disorder	D000437	Alcoholism
alcohol use disorder (dependence and problematic use scores)	D000437	Alcoholism
alcohol use disorder (total score)	D000437	Alcoholism
alcohol withdrawal symptoms	D013375	Substance Withdrawal Syndrome
aldosterone levels	D000450	Aldosterone
allantoin levels	D015415	Biomarkers
allergic dermatitis (nickel)	D003877	Dermatitis, Contact
allergic disease (asthma, hay fever and/or eczema) (age of onset)	D006967	Hypersensitivity
allergic disease (asthma, hay fever and/or eczema) (multivariate analysis)	D006967	Hypersensitivity
allergic disease (asthma, hay fever or eczema)	D006967	Hypersensitivity
allergic march (atopic dermatitis to allergic rhinitis)	D000485	Allergens
allergic march (atopic dermatitis to asthma)	D000485	Allergens
allergic rhinitis	D065631	Rhinitis, Allergic
allergic rhinitis in asthma	D065631	Rhinitis, Allergic
allergic rhinitis in non-asthmatics	D065631	Rhinitis, Allergic
allergic rhinitis x sex interaction	D065631	Rhinitis, Allergic
allergic sensitization	D006967	Hypersensitivity
allergy	D006967	Hypersensitivity
alloimmunization response to pregnancy	D005331	Fetomaternal Transfusion
alloimmunization response to pregnancy (hla class i and ii)	D005331	Fetomaternal Transfusion
alloimmunization response to pregnancy (hla class i)	D005331	Fetomaternal Transfusion
alloimmunization response to pregnancy (hla class ii)	D005331	Fetomaternal Transfusion
alloimmunization response to red blood cell transfusion in sickle cell anemia	D020127	Recovery of Function
alopecia areata	D000506	Alopecia Areata
alopecia	D000505	Alopecia
alpha-aminoadipic acid levels	D015074	2-Aminoadipic Acid
alpha electroencephalogram frequency o1o2	D058256	Brain Waves
alpha electroencephalogram power	D058256	Brain Waves
alpha electroencephalogram power o1o2	D058256	Brain Waves
alpha-galactosidase a measurement	D042643	Vascular Endothelial Growth Factor D
alpha-hydroxyisocaproate levels	D015415	Biomarkers
alpha-hydroxyisovalerate levels	D015415	Biomarkers
alpha-ketoglutaramate levels	D015415	Biomarkers
alpha-ketoglutarate levels	D015415	Biomarkers
alpha-l-iduronidase levels	D007068	Iduronidase
alpha-tocopherol levels	D015415	Biomarkers
altitude sickness	D000532	Altitude Sickness
aluminium levels	D014883	Water-Electrolyte Imbalance
alzheimer disease and age of onset	D000544	Alzheimer Disease
alzheimer disease	D000544	Alzheimer Disease
alzheimer's disease (age of onset)	D000544	Alzheimer Disease
alzheimer’s disease and/or vascular dementia (clinical subgroup vad+)	D000544	Alzheimer Disease
alzheimer’s disease and/or vascular dementia (clinical subgroup vad++)	D000544	Alzheimer Disease
alzheimer's disease (apoe e4 interaction)	D000544	Alzheimer Disease
alzheimer's disease biomarkers	D000544	Alzheimer Disease
alzheimer’s disease (clinical subgroup ad+)	D000544	Alzheimer Disease
alzheimer’s disease (clinical subgroup ad++)	D000544	Alzheimer Disease
alzheimer’s disease (clinical subgroup ad+++)	D000544	Alzheimer Disease
alzheimer's disease (cognitive decline)	D000544	Alzheimer Disease
alzheimer's disease	D000544	Alzheimer Disease
alzheimer's disease in apoe e4+ carriers	D000544	Alzheimer Disease
alzheimer's disease in apoe e4- carriers	D000544	Alzheimer Disease
alzheimer's disease in depression	D000544	Alzheimer Disease
alzheimer's disease in hypertension	D000544	Alzheimer Disease
alzheimer's disease in hypertension-negative individuals	D000544	Alzheimer Disease
alzheimer's disease (late onset)	D000544	Alzheimer Disease
alzheimer's disease (neuritic plaque pathology)	D000544	Alzheimer Disease
alzheimer's disease (onset at age over 80)	D000544	Alzheimer Disease
alzheimer's disease (onset between ages 58 and 79)	D000544	Alzheimer Disease
alzheimer's disease or bmi (pleiotropy)	D000544	Alzheimer Disease
alzheimer's disease or body fat percentage (pleiotropy)	D000544	Alzheimer Disease
alzheimer's disease or cardiovascular risk factors (pleiotropy)	D000544	Alzheimer Disease
alzheimer's disease or coronary heart disease (pleiotropy)	D000544	Alzheimer Disease
alzheimer's disease or diastolic blood pressure (pleiotropy)	D000544	Alzheimer Disease
alzheimer's disease or family history of alzheimer's disease	D000544	Alzheimer Disease
alzheimer's disease or fasting glucose levels (pleiotropy)	D000544	Alzheimer Disease
alzheimer's disease or fasting insulin levels (pleiotropy)	D000544	Alzheimer Disease
alzheimer's disease or hdl levels (pleiotropy)	D000544	Alzheimer Disease
alzheimer's disease or ldl levels (pleiotropy)	D000544	Alzheimer Disease
alzheimer's disease or posttraumatic stress syndrome (pleiotropy)	D000544	Alzheimer Disease
alzheimer's disease or small vessel stroke	D000544	Alzheimer Disease
alzheimer's disease or systolic blood pressure (pleiotropy)	D000544	Alzheimer Disease
alzheimer's disease or total cholesterol levels (pleiotropy)	D000544	Alzheimer Disease
alzheimer's disease or triglycerides levels (pleiotropy)	D000544	Alzheimer Disease
alzheimer's disease or type 2 diabetes (pleiotropy)	D000544	Alzheimer Disease
alzheimer's disease or waist-hip ratio (pleiotropy)	D000544	Alzheimer Disease
alzheimer's disease progression score	D000544	Alzheimer Disease
alzheimer's disease (snp x snp interaction)	D000544	Alzheimer Disease
alzheimer's disease (survival time)	D000544	Alzheimer Disease
alzheimer's disease (time to event)	D000544	Alzheimer Disease
alzheimer's disease with language domain impairment	D000544	Alzheimer Disease
alzheimer's disease with memory domain impairment	D000544	Alzheimer Disease
alzheimer's disease with multiple cognitive domain impairments	D000544	Alzheimer Disease
alzheimer's disease with no specific cognitive domain impairment	D000544	Alzheimer Disease
alzheimer's disease with visuospatial domain impairment	D000544	Alzheimer Disease
ambidextrousness	D007839	Functional Laterality
amblyopia	D000550	Amblyopia
amebiasis	D000562	Amebiasis
amenorrhea	D000568	Amenorrhea
amino acid levels	D015415	Biomarkers
aminopeptidase n levels	D018826	CD13 Antigens
amino-terminal enhancer of split measurement	D042643	Vascular Endothelial Growth Factor D
amygdala reactivity	D001714	Bipolar Disorder
amygdala volume	D059906	Neuroimaging
amygdala volume in trauma-exposed individuals	D009461	Neurologic Manifestations
amygnuclei lh volume accessory-basal-nucleus	D059906	Neuroimaging
amygnuclei lh volume anterior-amygdaloid-area-aaa	D059906	Neuroimaging
amygnuclei lh volume basal-nucleus	D059906	Neuroimaging
amygnuclei lh volume central-nucleus	D059906	Neuroimaging
amygnuclei lh volume cortical-nucleus	D059906	Neuroimaging
amygnuclei lh volume corticoamygdaloid-transitio	D059906	Neuroimaging
amygnuclei lh volume lateral-nucleus	D059906	Neuroimaging
amygnuclei lh volume medial-nucleus	D059906	Neuroimaging
amygnuclei lh volume paralaminar-nucleus	D059906	Neuroimaging
amygnuclei lh volume whole-amygdala	D059906	Neuroimaging
amygnuclei rh volume accessory-basal-nucleus	D059906	Neuroimaging
amygnuclei rh volume anterior-amygdaloid-area-aaa	D059906	Neuroimaging
amygnuclei rh volume basal-nucleus	D059906	Neuroimaging
amygnuclei rh volume central-nucleus	D059906	Neuroimaging
amygnuclei rh volume cortical-nucleus	D059906	Neuroimaging
amygnuclei rh volume corticoamygdaloid-transitio	D059906	Neuroimaging
amygnuclei rh volume lateral-nucleus	D059906	Neuroimaging
amygnuclei rh volume medial-nucleus	D059906	Neuroimaging
amygnuclei rh volume paralaminar-nucleus	D059906	Neuroimaging
amygnuclei rh volume whole-amygdala	D059906	Neuroimaging
amyloid a serum levels	D000210	Acute-Phase Reaction
amyloid-like protein 1 levels	D042643	Vascular Endothelial Growth Factor D
amyotrophic lateral sclerosis (age of onset)	D000690	Amyotrophic Lateral Sclerosis
amyotrophic lateral sclerosis and immune-mediated diseases (pleiotropy)	D001172	Arthritis, Rheumatoid
amyotrophic lateral sclerosis (c9orf72 mutation interaction)	D000690	Amyotrophic Lateral Sclerosis
amyotrophic lateral sclerosis	D000690	Amyotrophic Lateral Sclerosis
amyotrophic lateral sclerosis in c9orf72 mutation negative individuals	D000690	Amyotrophic Lateral Sclerosis
amyotrophic lateral sclerosis in c9orf72 mutation positive individuals	D000690	Amyotrophic Lateral Sclerosis
amyotrophic lateral sclerosis or frontotemporal dementia	D000690	Amyotrophic Lateral Sclerosis
amyotrophic lateral sclerosis or schizophrenia (pleiotropy)	D012559	Schizophrenia
amyotrophic lateral sclerosis (snp x snp interaction)	D016472	Motor Neuron Disease
amyotrophic lateral sclerosis (sporadic)	D016472	Motor Neuron Disease
anastrozole induced estrone-estradiol suppression in breast cancer (high vs low)	D004305	Dose-Response Relationship, Drug
androgen levels	D004700	Endocrine System Diseases
androstenedione levels	D000735	Androstenedione
anemia in mycophenolic acid treated kidney transplant patients (time to event)	D000740	Anemia
anger	D000786	Anger
angioedema	D000799	Angioedema
angioedema in response to angiotensin-converting enzyme inhibitor and/or angiotensin receptor blocker	D000799	Angioedema
angioedema in response to angiotensin-converting enzyme inhibitor	D000799	Angioedema
angiopoietin-1 levels	D042683	Angiopoietin-1
angiopoietin-1 receptor levels	D042643	Vascular Endothelial Growth Factor D
angiopoietin-2 levels	D042702	Angiopoietin-2
angiopoietin-related protein 1 levels	D042643	Vascular Endothelial Growth Factor D
angiopoietin-related protein 7 levels	D042643	Vascular Endothelial Growth Factor D
angiostatin measurement	D015415	Biomarkers
angiotensin-converting enzyme 2 levels	D042643	Vascular Endothelial Growth Factor D
angiotensin-converting enzyme activity	D006973	Hypertension
angiotensin-converting enzyme inhibitor intolerance	D020127	Recovery of Function
anhedonia	D059445	Anhedonia
anhedonia in major depressive disorder	D059445	Anhedonia
ankle brachial index	D055109	Ankle Brachial Index
ankle-brachial index	D055109	Ankle Brachial Index
ankle injury	D016512	Ankle Injuries
ankylosing spondylitis	D013167	Spondylitis, Ankylosing
ankylosing spondylitis (snp x snp interaction)	D013167	Spondylitis, Ankylosing
annualised percent change of cerebrospinal fluid ab1-42 levels	D000544	Alzheimer Disease
anorectal malformation	D000071056	Anorectal Malformations
anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or tourette syndrome (pleiotropy)	D000856	Anorexia Nervosa
anorexia nervosa	D000856	Anorexia Nervosa
anorexia nervosa (excluding migration to or from binge-eating disorder or bulimia nervosa)	D000856	Anorexia Nervosa
anorexia nervosa or obsessive-compulsive disorder	D000856	Anorexia Nervosa
anorexia nervosa vs autism spectrum disorder (ordinary least squares (ols))	D000856	Anorexia Nervosa
anorexia nervosa vs obsessive compulsive disorder (ordinary least squares (ols))	D000856	Anorexia Nervosa
anorexia nervosa vs tourette's syndrome and other tic disorders (ordinary least squares (ols))	D000856	Anorexia Nervosa
anterior chamber depth	D005128	Eye Diseases
anterior cruciate ligament rupture	D012421	Rupture
anterior thalamic nuclei volume	D001921	Brain
anthracycline-induced cardiotoxicity	D004305	Dose-Response Relationship, Drug
anthracycline-induced cardiotoxicity in childhood cancer	D064420	Drug-Related Side Effects and Adverse Reactions
anthracycline-induced cardiotoxicity in early breast cancer	D066126	Cardiotoxicity
anthropometric traits	D000886	Anthropometry
anthropometric traits in crohn's disease (age at diagnosis)	D056128	Obesity, Abdominal
anthropometric traits in newborns	D000886	Anthropometry
anthropometric traits (multi-trait analysis)	D001837	Body Weights and Measures
anti-adalimumab antibody production in response to treatment in crohn's disease	D020127	Recovery of Function
anti-anoctamin 2 antibody levels	D001327	Autoimmune Diseases
antibody level in response to infection	D007153	Immunologic Deficiency Syndromes
antibody status in tripanosoma cruzi seropositivity	D014355	Chagas Disease
anti-chlamydia trachomatis igg seropositivity	D002690	Chlamydia Infections
anti-citrullinated peptide antibody	D001172	Arthritis, Rheumatoid
anticoagulant levels	D001778	Blood Coagulation Disorders
anti-cyclic citrullinated peptide antibody	D001172	Arthritis, Rheumatoid
anti-cytomegalovirus igg levels	D003586	Cytomegalovirus Infections
anti-cytomegalovirus igg seropositivity	D003586	Cytomegalovirus Infections
antidepressant treatment resistance (> 2 drugs prescribed)	D020127	Recovery of Function
antidepressant treatment resistance (number of drugs prescribed)	D020127	Recovery of Function
antiepileptic drug-induced maculopapular exanthema	D003875	Drug Eruptions
anti-epstein-barr virus early antigen (ea) igg levels	D020031	Epstein-Barr Virus Infections
anti-epstein-barr virus early antigen (ea) igg seropositivity	D020031	Epstein-Barr Virus Infections
anti-epstein-barr virus nuclear antigen (ebna) igg levels	D007244	Infectious Mononucleosis
anti-epstein-barr virus nuclear antigen (ebna) igg seropositivity	D020031	Epstein-Barr Virus Infections
anti-epstein-barr virus viral capsid antigen (vca) igg levels	D020031	Epstein-Barr Virus Infections
anti-epstein-barr virus viral capsid antigen (vca) igg seropositivity	D020031	Epstein-Barr Virus Infections
anti-gp210 seropositivity in primary biliary cholangitis	D001327	Autoimmune Diseases
anti-helicobacter pylori igg levels	D016481	Helicobacter Infections
anti-helicobacter pylori igg seropositivity	D016480	Helicobacter pylori
anti-hepatitis b virus core antigen (hbc) igg levels	D006509	Hepatitis B
anti-hepatitis b virus core antigen (hbc) igg seropositivity	D006509	Hepatitis B
anti-hepatitis b virus surface antigen (hbs) igg levels	D006509	Hepatitis B
anti-hepatitis b virus surface antigen (hbs) igg seropositivity	D006509	Hepatitis B
anti-herpes simplex virus 1 igg levels	D006561	Herpes Simplex
anti-herpes simplex virus 1 igg seropositivity	D006561	Herpes Simplex
anti-herpes simplex virus 2 igg levels	D006561	Herpes Simplex
anti-herpes simplex virus 2 igg seropositivity	D006561	Herpes Simplex
anti-influenza a virus igg levels	D007251	Influenza, Human
anti-influenza a virus igg seropositivity	D007251	Influenza, Human
anti-measles virus igg levels	D008457	Measles
anti-measles virus igg seropositivity	D008457	Measles
anti-mullerian hormone levels in pre-menopausal women of late reproductive age	D054304	Anti-Mullerian Hormone
anti-mumps virus igg levels	D009107	Mumps
anti-mumps virus igg seropositivity	D009107	Mumps
antineutrophil cytoplasmic antibody-associated vasculitis	D014657	Vasculitis
antinuclear antibody levels	D001327	Autoimmune Diseases
antiphospholipid syndrome	D016736	Antiphospholipid Syndrome
antipsychotic drug dosage in schizophrenia or schizoaffective disorder	D012559	Schizophrenia
